sample	timestamp	epoch_ns	target	comm	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	total_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb	zram_orig_bytes	zram_compr_bytes	zram_mem_used_bytes
178	2026-08-13T23:25:03,756561965-0700	1786688703750710715	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045376	79504	76836864	17352127	26746880
178	2026-08-13T23:25:03,756561965-0700	1786688703750710715	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3652	428	1045376	79504	76836864	17352127	26746880
178	2026-08-13T23:25:03,756561965-0700	1786688703750710715	ServiceD	ServiceD	1037	588	2128	3224	5940	20783	547	1045376	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	AppProcD	AppProcD	424	12676	18672	5140	36488	134124	507	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	AppProcB	AppProcB	896	6852	11780	6416	25048	112433	1475	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	cynara	cynara	205	1648	1032	212	2892	22384	842	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	AppProcA	AppProcA	2724	1212	3644	3732	8588	36955	79	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	systemd	systemd	1	1144	164	440	1748	27677	510	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3652	428	1044912	79504	76836864	17352127	26746880
179	2026-08-13T23:25:05,756027881-0700	1786688705749725548	ServiceD	ServiceD	1037	588	2128	3224	5940	20808	547	1044912	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	AppProcD	AppProcD	424	12676	18672	5140	36488	134176	507	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	AppProcB	AppProcB	896	6852	11780	6416	25048	112433	1475	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	cynara	cynara	205	1648	1032	212	2892	22384	842	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	AppProcA	AppProcA	2724	1212	3644	3732	8588	36976	79	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	systemd	systemd	1	1144	164	440	1748	27677	510	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3652	428	1045420	79504	76836864	17352127	26746880
180	2026-08-13T23:25:07,756812714-0700	1786688707751390881	ServiceD	ServiceD	1037	588	2128	3224	5940	20808	547	1045420	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	AppProcD	AppProcD	424	12676	18672	5140	36488	134176	507	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	AppProcB	AppProcB	896	6852	11780	6416	25048	112473	1475	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	cynara	cynara	205	1648	1032	212	2892	22384	842	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	AppProcA	AppProcA	2724	1212	3644	3732	8588	36976	79	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	systemd	systemd	1	1144	164	440	1748	27677	510	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3654	428	1045356	79504	76836864	17352127	26746880
181	2026-08-13T23:25:09,751275297-0700	1786688709746935047	ServiceD	ServiceD	1037	588	2128	3224	5940	20808	547	1045356	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	AppProcD	AppProcD	424	12676	18672	5140	36488	134176	507	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	AppProcB	AppProcB	896	6852	11780	6416	25048	112473	1475	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	cynara	cynara	205	1648	1032	212	2892	22384	842	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	AppProcA	AppProcA	2724	1212	3644	3732	8588	36997	79	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	systemd	systemd	1	1144	164	440	1748	27677	510	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3654	428	1045284	79504	76836864	17352127	26746880
182	2026-08-13T23:25:11,752716963-0700	1786688711748418963	ServiceD	ServiceD	1037	588	2128	3224	5940	20834	547	1045284	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	AppProcD	AppProcD	424	12676	18672	5140	36488	134228	507	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	AppProcB	AppProcB	896	6852	11780	6416	25048	112473	1475	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	cynara	cynara	205	1648	1032	212	2892	22384	842	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	AppProcA	AppProcA	2724	1212	3644	3732	8588	36998	79	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	systemd	systemd	1	1144	164	440	1748	27677	510	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045580	79504	76836864	17352127	26746880
183	2026-08-13T23:25:13,753139879-0700	1786688713748963629	ServiceD	ServiceD	1037	588	2128	3224	5940	20834	547	1045580	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	AppProcD	AppProcD	424	12676	18672	5140	36488	134228	507	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	AppProcB	AppProcB	896	6852	11780	6416	25048	112513	1475	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	cynara	cynara	205	1648	1032	212	2892	22384	842	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	AppProcA	AppProcA	2724	1212	3644	3732	8588	36998	79	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	systemd	systemd	1	1144	164	440	1748	27677	510	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	enlightenment	enlightenment	258	2688	968	3036	6692	39255	877	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045292	79504	76836864	17352127	26746880
184	2026-08-13T23:25:15,751438545-0700	1786688715746968212	ServiceD	ServiceD	1037	588	2128	3224	5940	20859	547	1045292	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	AppProcD	AppProcD	424	12676	18672	5140	36488	134280	507	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	AppProcB	AppProcB	896	6852	11780	6416	25048	112513	1475	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	cynara	cynara	205	1648	1032	212	2892	22384	842	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	AppProcA	AppProcA	2724	1212	3644	3732	8588	37019	79	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	systemd	systemd	1	1144	164	440	1748	27677	510	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045320	79504	76836864	17352127	26746880
185	2026-08-13T23:25:17,757807795-0700	1786688717751159628	ServiceD	ServiceD	1037	588	2128	3224	5940	20859	547	1045320	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	AppProcD	AppProcD	424	12676	18672	5140	36488	134280	507	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	AppProcB	AppProcB	896	6852	11780	6416	25048	112553	1475	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	cynara	cynara	205	1648	1032	212	2892	22384	842	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	AppProcA	AppProcA	2724	1212	3644	3732	8588	37019	79	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	systemd	systemd	1	1144	164	440	1748	27677	510	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045068	79504	76836864	17352127	26746880
186	2026-08-13T23:25:19,754060128-0700	1786688719748081794	ServiceD	ServiceD	1037	588	2128	3224	5940	20859	547	1045068	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	AppProcD	AppProcD	424	12676	18672	5140	36488	134280	507	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	AppProcB	AppProcB	896	6852	11780	6416	25048	112553	1475	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	cynara	cynara	205	1648	1032	212	2892	22384	842	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	AppProcA	AppProcA	2724	1212	3644	3732	8588	37041	79	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	systemd	systemd	1	1144	164	440	1748	27677	510	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045296	79504	76836864	17352127	26746880
187	2026-08-13T23:25:21,752559461-0700	1786688721747699794	ServiceD	ServiceD	1037	588	2128	3224	5940	20884	547	1045296	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	AppProcD	AppProcD	424	12676	18672	5140	36488	134332	507	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	AppProcB	AppProcB	896	6852	11780	6416	25048	112553	1475	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	cynara	cynara	205	1648	1032	212	2892	22384	842	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	AppProcA	AppProcA	2724	1212	3644	3732	8588	37041	79	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	systemd	systemd	1	1144	164	440	1748	27677	510	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3655	428	1045300	79504	76836864	17352127	26746880
188	2026-08-13T23:25:23,754037210-0700	1786688723748409877	ServiceD	ServiceD	1037	588	2128	3224	5940	20884	547	1045300	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	AppProcD	AppProcD	424	12676	18672	5140	36488	134332	507	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	AppProcB	AppProcB	896	6852	11780	6416	25048	112593	1475	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	cynara	cynara	205	1648	1032	212	2892	22384	842	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	AppProcA	AppProcA	2724	1212	3644	3732	8588	37042	79	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	systemd	systemd	1	1144	164	440	1748	27678	510	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045240	79504	76836864	17352127	26746880
189	2026-08-13T23:25:25,751271460-0700	1786688725746626626	ServiceD	ServiceD	1037	588	2128	3224	5940	20909	547	1045240	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	AppProcD	AppProcD	424	12676	18672	5140	36488	134384	507	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	AppProcB	AppProcB	896	6852	11780	6416	25048	112593	1475	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	cynara	cynara	205	1648	1032	212	2892	22384	842	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	AppProcA	AppProcA	2724	1212	3644	3732	8588	37063	79	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	systemd	systemd	1	1144	164	440	1748	27678	510	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045148	79504	76836864	17352127	26746880
190	2026-08-13T23:25:27,753777959-0700	1786688727749391626	ServiceD	ServiceD	1037	588	2128	3224	5940	20909	547	1045148	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	AppProcD	AppProcD	424	12676	18672	5140	36488	134384	507	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	AppProcB	AppProcB	896	6852	11780	6416	25048	112633	1475	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	cynara	cynara	205	1648	1032	212	2892	22384	842	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	AppProcA	AppProcA	2724	1212	3644	3732	8588	37063	79	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	systemd	systemd	1	1144	164	440	1748	27678	510	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045368	79504	76836864	17352127	26746880
191	2026-08-13T23:25:29,751840709-0700	1786688729747093625	ServiceD	ServiceD	1037	588	2128	3224	5940	20909	547	1045368	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	AppProcD	AppProcD	424	12676	18672	5140	36488	134384	507	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	AppProcB	AppProcB	896	6852	11780	6416	25048	112633	1475	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	cynara	cynara	205	1648	1032	212	2892	22551	842	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	AppProcA	AppProcA	2724	1212	3644	3732	8588	37083	79	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	systemd	systemd	1	1144	164	440	1748	27678	510	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1044920	79504	76836864	17352127	26746880
192	2026-08-13T23:25:31,752510958-0700	1786688731747901042	ServiceD	ServiceD	1037	588	2128	3224	5940	20934	547	1044920	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	AppProcD	AppProcD	424	12676	18672	5140	36488	134436	507	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	AppProcB	AppProcB	896	6852	11780	6416	25048	112633	1475	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	cynara	cynara	205	1648	1032	212	2892	22551	842	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	AppProcA	AppProcA	2724	1212	3644	3732	8588	37083	79	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	systemd	systemd	1	1144	164	440	1748	27678	510	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045292	79504	76836864	17352127	26746880
193	2026-08-13T23:25:33,751577041-0700	1786688733747279541	ServiceD	ServiceD	1037	588	2128	3224	5940	20934	547	1045292	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	AppProcD	AppProcD	424	12676	18672	5140	36488	134436	507	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	AppProcB	AppProcB	896	6852	11780	6416	25048	112673	1475	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	cynara	cynara	205	1648	1032	212	2892	22551	842	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	AppProcA	AppProcA	2724	1212	3644	3732	8588	37083	79	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	systemd	systemd	1	1144	164	440	1748	27678	510	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045460	79504	76836864	17352127	26746880
194	2026-08-13T23:25:35,751593374-0700	1786688735747353124	ServiceD	ServiceD	1037	588	2128	3224	5940	20960	547	1045460	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	AppProcD	AppProcD	424	12676	18672	5140	36488	134488	507	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	AppProcB	AppProcB	896	6852	11780	6416	25048	112673	1475	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	cynara	cynara	205	1648	1032	212	2892	22551	842	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	AppProcA	AppProcA	2724	1212	3644	3732	8588	37105	79	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	systemd	systemd	1	1144	164	440	1748	27678	510	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	enlightenment	enlightenment	258	2676	968	3036	6680	39256	877	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3656	428	1045416	79504	76836864	17352127	26746880
195	2026-08-13T23:25:37,751655540-0700	1786688737746856790	ServiceD	ServiceD	1037	588	2128	3224	5940	20960	547	1045416	79504	76836864	17352127	26746880
196	2026-08-13T23:25:39,752303206-0700	1786688739746942623	AppProcD	AppProcD	424	12676	18672	5140	36488	134893	507	1045476	79504	76836864	17352127	26746880
