round	sequence	target_offset_s	actual_timestamp	actual_epoch_ns	key	key_name	vk_exit	lateness_ms
R2	8	167	2026-08-14T00:24:10,159098872-0700	1786692250078027122	95	KEY_CHDOWN	1	325.302
R2	9	171	2026-08-14T00:24:13,905430788-0700	1786692253878352371	95	KEY_CHDOWN	1	125.627
R2	10	175	2026-08-14T00:24:17,828108537-0700	1786692257784219620	138	KEY_GUIDE	1	31.495
R2	11	179	2026-08-14T00:24:21,899574286-0700	1786692261882936869	182	KEY_EXIT	1	130.212
R3	1	210	2026-08-14T00:24:52,806424195-0700	1786692292796839278	73	KEY_CH_LIST	1	44.114
R3	2	213	2026-08-14T00:24:56,259412777-0700	1786692296043305778	116	KEY_DOWN	1	290.581
R3	3	214	2026-08-14T00:24:56,805557277-0700	1786692296776774361	116	KEY_DOWN	1	24.049
R3	4	215	2026-08-14T00:24:58,126502027-0700	1786692297950692110	116	KEY_DOWN	1	197.967
R3	5	216	2026-08-14T00:25:00,508642776-0700	1786692300304183360	182	KEY_EXIT	1	1551.458
R3	6	219	2026-08-14T00:25:02,984093359-0700	1786692302904855693	96	KEY_CHUP	1	1152.131
R3	7	223	2026-08-14T00:25:05,938386358-0700	1786692305896033275	96	KEY_CHUP	1	143.308
R3	8	227	2026-08-14T00:25:10,483456774-0700	1786692310171849607	95	KEY_CHDOWN	1	419.125
R3	9	231	2026-08-14T00:25:13,942794357-0700	1786692313926687857	95	KEY_CHDOWN	1	173.963
R3	10	235	2026-08-14T00:25:17,825765522-0700	1786692317778149772	138	KEY_GUIDE	1	25.425
R3	11	239	2026-08-14T00:25:22,079678938-0700	1786692322074949855	182	KEY_EXIT	1	322.225
R4	1	270	2026-08-14T00:25:52,775474181-0700	1786692352771257181	73	KEY_CH_LIST	1	18.532
R4	2	273	2026-08-14T00:25:57,019321346-0700	1786692356987678180	116	KEY_DOWN	1	1234.953
R4	3	274	2026-08-14T00:25:57,312897763-0700	1786692357306149430	116	KEY_DOWN	1	553.424
R4	4	275	2026-08-14T00:25:58,774567096-0700	1786692358711101346	116	KEY_DOWN	1	958.376
R4	5	276	2026-08-14T00:26:00,003194262-0700	1786692359966785512	182	KEY_EXIT	1	1214.061
R4	6	279	2026-08-14T00:26:02,170208928-0700	1786692362124748928	96	KEY_CHUP	1	372.024
R4	7	283	2026-08-14T00:26:05,892979844-0700	1786692365866831761	96	KEY_CHUP	1	114.107
R4	8	287	2026-08-14T00:26:10,011667010-0700	1786692369972429677	95	KEY_CHDOWN	1	219.705
R4	9	291	2026-08-14T00:26:13,829603092-0700	1786692373801274509	95	KEY_CHDOWN	1	48.550
R4	10	295	2026-08-14T00:26:17,840230841-0700	1786692377805063175	138	KEY_GUIDE	1	52.338
R4	11	299	2026-08-14T00:26:22,643611174-0700	1786692382639422840	182	KEY_EXIT	1	886.698
R5	1	330	2026-08-14T00:26:52,783449416-0700	1786692412774197500	73	KEY_CH_LIST	1	21.473
R5	2	333	2026-08-14T00:26:56,193200499-0700	1786692416139500166	116	KEY_DOWN	1	386.775
R5	3	334	2026-08-14T00:26:56,974117582-0700	1786692416959648249	116	KEY_DOWN	1	206.923
R5	4	335	2026-08-14T00:26:58,344545748-0700	1786692418326391082	116	KEY_DOWN	1	573.666
R5	5	336	2026-08-14T00:26:59,918865665-0700	1786692419854189748	182	KEY_EXIT	1	1101.465
R5	6	339	2026-08-14T00:27:02,580063831-0700	1786692422418181164	96	KEY_CHUP	1	665.456
R5	7	343	2026-08-14T00:27:06,154307413-0700	1786692426105006497	96	KEY_CHUP	1	352.282
R5	8	347	2026-08-14T00:27:10,061536162-0700	1786692430025462912	95	KEY_CHDOWN	1	272.738
R5	9	351	2026-08-14T00:27:13,954182995-0700	1786692433930166161	95	KEY_CHDOWN	1	177.441
R5	10	355	2026-08-14T00:27:17,807349410-0700	1786692437801098410	138	KEY_GUIDE	1	48.374
R5	11	359	2026-08-14T00:27:21,879695826-0700	1786692441861822909	182	KEY_EXIT	1	109.098
R6	1	510	2026-08-14T00:29:52,784846957-0700	1786692592779138540	73	KEY_CH_LIST	1	26.414
R6	2	513	2026-08-14T00:29:56,077024039-0700	1786692596028339873	116	KEY_DOWN	1	275.615
R6	3	514	2026-08-14T00:29:57,921187539-0700	1786692597331007456	116	KEY_DOWN	1	578.282
R6	4	515	2026-08-14T00:29:59,912180122-0700	1786692599884586455	116	KEY_DOWN	1	2131.862
R6	5	516	2026-08-14T00:30:00,618509038-0700	1786692600578314622	182	KEY_EXIT	1	1825.590
R6	6	519	2026-08-14T00:30:02,870851204-0700	1786692602544866788	96	KEY_CHUP	1	792.142
R6	7	523	2026-08-14T00:30:06,191076620-0700	1786692606158663954	96	KEY_CHUP	1	405.939
R6	8	527	2026-08-14T00:30:09,891299369-0700	1786692609836515203	95	KEY_CHDOWN	1	83.790
R6	9	531	2026-08-14T00:30:13,807165618-0700	1786692613801002285	95	KEY_CHDOWN	1	48.277
R6	10	535	2026-08-14T00:30:17,834493034-0700	1786692617789209034	138	KEY_GUIDE	1	36.484
R6	11	539	2026-08-14T00:30:22,197801283-0700	1786692622173618283	182	KEY_EXIT	1	420.893
