sample	actual_stage	timestamp	actual_elapsed_s	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb
517	P1	2026-08-14T02:04:54,471939681-0700	546.480380	3953	4252	4364	2656	509233	167	797720	92684
518	P1	2026-08-14T02:04:55,127217014-0700	547.134412	3953	4252	4364	2656	509233	167	797572	92684
519	P1	2026-08-14T02:04:55,865189180-0700	547.874131	3953	4252	4364	2656	509233	167	798092	92684
520	P1	2026-08-14T02:04:56,594427847-0700	548.598075	3953	4252	4364	2656	509233	167	798680	92684
521	P1	2026-08-14T02:04:57,284699680-0700	549.293428	3953	4252	4364	2656	509233	167	797556	92684
522	P1	2026-08-14T02:04:57,993692513-0700	550.003810	3953	4252	4364	2656	509233	167	797300	92684
523	P1	2026-08-14T02:04:58,698019346-0700	550.707434	3953	4252	4364	2656	509233	167	797204	92684
524	P1	2026-08-14T02:04:59,431238846-0700	551.440643	3953	4252	4364	2656	509233	167	797648	92684
525	P1	2026-08-14T02:05:00,178302179-0700	552.187391	3953	4252	4364	2656	509233	167	798552	92684
526	P1	2026-08-14T02:05:00,846546429-0700	552.853387	3953	4252	4364	2656	509233	167	798456	92684
527	P1	2026-08-14T02:05:01,561710762-0700	553.572048	3953	4252	4364	2656	509233	167	798480	92684
528	P1	2026-08-14T02:05:02,257038846-0700	554.267313	3953	4252	4364	2656	509233	167	798748	92684
529	P1	2026-08-14T02:05:02,979143845-0700	554.987656	3953	4252	4364	2656	509233	167	798828	92684
530	P1	2026-08-14T02:05:03,672314679-0700	555.681648	3953	4252	4364	2656	509233	167	798716	92684
531	P1	2026-08-14T02:05:04,286988845-0700	556.296246	3953	4252	4364	2656	509233	167	798196	92684
532	P1	2026-08-14T02:05:05,052713095-0700	557.062867	3953	4252	4364	2656	509233	167	797728	92684
533	P1	2026-08-14T02:05:05,721551678-0700	557.729676	3953	4252	4364	2656	509233	167	797908	92684
534	P1	2026-08-14T02:05:06,393659428-0700	558.399596	3953	4248	4364	2656	509234	167	798896	92684
535	P1	2026-08-14T02:05:07,114629344-0700	559.124893	3953	4248	4364	2656	509234	167	797064	92684
536	P1	2026-08-14T02:05:07,793779428-0700	559.801925	3953	4248	4364	2656	509234	167	797032	92684
537	P1	2026-08-14T02:05:08,455852511-0700	560.463287	3953	4248	4364	2656	509234	167	797404	92684
538	P1	2026-08-14T02:05:09,149716511-0700	561.160176	3953	4248	4364	2656	509234	167	795936	92684
539	P1	2026-08-14T02:05:09,853776510-0700	561.861442	3953	4248	4364	2656	509234	167	796692	92684
540	P1	2026-08-14T02:05:10,531004427-0700	562.536584	3953	4248	4364	2656	509234	167	796844	92684
541	P1	2026-08-14T02:05:11,231881260-0700	563.238993	3953	4248	4364	2656	509234	167	796988	92684
542	P1	2026-08-14T02:05:11,920502927-0700	563.929390	3953	4248	4364	2656	509234	167	797708	92684
543	P1	2026-08-14T02:05:12,648745676-0700	564.659689	3953	4248	4364	2656	509234	167	797308	92684
544	P1	2026-08-14T02:05:13,353577343-0700	565.362499	3953	4248	4364	2656	509234	167	797628	92684
545	P1	2026-08-14T02:05:14,026044926-0700	566.032976	3953	4248	4364	2656	509234	167	797932	92684
546	P1	2026-08-14T02:05:14,710040343-0700	566.715507	3953	4248	4364	2656	509234	167	796536	92684
547	P1	2026-08-14T02:05:15,383916926-0700	567.393436	3953	4248	4364	2656	509234	167	796684	92684
548	P1	2026-08-14T02:05:16,043122426-0700	568.047051	3953	4248	4364	2656	509234	167	796880	92684
549	P1	2026-08-14T02:05:16,726614592-0700	568.735803	3953	4248	4364	2656	509234	167	796284	92684
550	P1	2026-08-14T02:05:17,426074759-0700	569.436554	3953	4248	4364	2656	509234	167	796400	92684
551	P1	2026-08-14T02:05:18,205317008-0700	570.211371	3953	4248	4364	2656	509234	167	795972	92684
552	P1	2026-08-14T02:05:18,892895008-0700	570.901864	3953	4248	4364	2656	509234	167	795464	92684
553	P1	2026-08-14T02:05:19,642265591-0700	571.650027	3953	4248	4364	2656	509234	167	795408	92684
554	P1	2026-08-14T02:05:20,384370091-0700	572.394879	3953	4248	4364	2656	509234	167	796320	92684
555	P1	2026-08-14T02:05:21,062718758-0700	573.073239	3953	4248	4364	2656	509234	167	796760	92684
556	P1	2026-08-14T02:05:21,775478424-0700	573.780502	3953	4248	4364	2656	509234	167	797324	92684
557	P1	2026-08-14T02:05:22,527025257-0700	574.537421	3953	4248	4364	2656	509234	167	798140	92684
558	P1	2026-08-14T02:05:23,244331341-0700	575.253731	3953	4248	4364	2656	509234	167	796676	92684
559	P1	2026-08-14T02:05:23,882513757-0700	575.893649	3953	4248	4364	2656	509234	167	797388	92684
560	P1	2026-08-14T02:05:24,524839507-0700	576.529587	3953	4248	4364	2656	509234	167	798028	92684
561	P1	2026-08-14T02:05:25,233263090-0700	577.242778	3953	4248	4364	2656	509234	167	796556	92684
562	P1	2026-08-14T02:05:25,944584590-0700	577.951189	3953	4248	4364	2656	509234	167	796912	92684
563	P1	2026-08-14T02:05:26,671972340-0700	578.680965	3953	4248	4364	2656	509234	167	796432	92684
564	P1	2026-08-14T02:05:27,391082923-0700	579.400349	3953	4248	4364	2656	509234	167	795088	92684
565	P1	2026-08-14T02:05:28,125971173-0700	580.129988	3953	4248	4364	2656	509234	167	795816	92684
566	P1	2026-08-14T02:05:28,811265923-0700	580.820039	3953	4248	4364	2656	509234	167	795584	92684
567	P1	2026-08-14T02:05:29,532723339-0700	581.541856	3953	4248	4364	2656	509234	167	794760	92684
568	P1	2026-08-14T02:05:30,216439339-0700	582.224678	3953	4248	4364	2656	509234	167	795288	92684
569	P1	2026-08-14T02:05:30,856573422-0700	582.865050	3953	4248	4364	2656	509234	167	794952	92684
570	P1	2026-08-14T02:05:31,545177089-0700	583.549382	3953	4248	4364	2656	509234	167	795368	92684
571	P1	2026-08-14T02:05:32,243789172-0700	584.254173	3953	4248	4364	2656	509234	167	793964	92684
572	P1	2026-08-14T02:05:33,015524922-0700	585.024268	3953	4248	4364	2656	509234	167	793432	92684
573	P1	2026-08-14T02:05:33,772069838-0700	585.780672	3953	4248	4364	2656	509234	167	793480	92684
574	P1	2026-08-14T02:05:34,464178588-0700	586.473440	3953	4248	4364	2656	509234	167	793852	92684
575	P1	2026-08-14T02:05:35,134286504-0700	587.141984	3953	4248	4364	2656	509234	167	794128	92684
576	P1	2026-08-14T02:05:35,835197504-0700	587.843437	3953	4248	4364	2656	509234	167	793136	92684
577	P1	2026-08-14T02:05:36,562155671-0700	588.572359	3953	4248	4364	2656	509234	167	793412	92684
578	P1	2026-08-14T02:05:37,253650171-0700	589.261839	3953	4248	4364	2656	509234	167	793324	92684
579	P1	2026-08-14T02:05:37,944731920-0700	589.950899	3953	4248	4364	2656	509234	167	793836	92684
580	P1	2026-08-14T02:05:38,639712004-0700	590.646782	3953	4248	4364	2656	509234	167	793676	92684
581	P1	2026-08-14T02:05:39,256941087-0700	591.265466	3953	4248	4364	2656	509234	167	793592	92684
582	P1	2026-08-14T02:05:39,996952253-0700	591.999939	3953	4248	4364	2656	509234	167	793368	92684
583	P1	2026-08-14T02:05:40,666876836-0700	592.675675	3953	4248	4364	2656	509234	167	794320	92684
584	P1	2026-08-14T02:05:41,362668170-0700	593.372590	3953	4248	4364	2656	509234	167	794656	92684
585	P1	2026-08-14T02:05:42,060076336-0700	594.062140	3953	4248	4364	2656	509234	167	794120	92684
586	P1	2026-08-14T02:05:42,769031586-0700	594.776776	3953	4248	4364	2656	509234	167	793692	92684
587	P1	2026-08-14T02:05:43,432282919-0700	595.443196	3953	4248	4364	2656	509234	167	793112	92684
588	P1	2026-08-14T02:05:44,178747169-0700	596.185677	3953	4248	4364	2656	509234	167	793652	92684
589	P1	2026-08-14T02:05:44,862126752-0700	596.871299	3953	4248	4364	2656	509234	167	793512	92684
590	P1	2026-08-14T02:05:45,553470335-0700	597.561643	3953	4248	4364	2656	509234	167	793192	92684
591	P1	2026-08-14T02:05:46,260056418-0700	598.264110	3953	4248	4364	2656	509234	167	793416	92684
592	P1	2026-08-14T02:05:46,948479585-0700	598.952232	3953	4248	4364	2656	509234	167	794260	92684
593	P1	2026-08-14T02:05:47,662543168-0700	599.669336	3953	4248	4364	2656	509234	167	793756	92684
594	P1	2026-08-14T02:05:48,419767168-0700	600.429679	3953	4248	4364	2656	509234	167	793068	92684
595	P1	2026-08-14T02:05:49,095347751-0700	601.098141	3953	4248	4364	2656	509234	167	792708	92684
596	P1	2026-08-14T02:05:49,779422418-0700	601.790106	3953	4248	4364	2656	509234	167	792736	92684
597	P1	2026-08-14T02:05:50,514321001-0700	602.525082	3953	4248	4364	2656	509234	167	792628	92684
598	P1	2026-08-14T02:05:51,199372334-0700	603.209427	3953	4248	4364	2656	509234	167	792884	92684
599	P1	2026-08-14T02:05:51,955494084-0700	603.962171	3953	4248	4364	2656	509234	167	793112	92684
600	P1	2026-08-14T02:05:52,628389750-0700	604.635500	3953	4248	4364	2656	509234	167	793404	92684
601	P1	2026-08-14T02:05:53,430014667-0700	605.432055	3953	4248	4364	2656	509234	167	793124	92684
602	P1	2026-08-14T02:05:54,103438333-0700	606.112482	3953	4248	4364	2656	509234	167	793048	92684
603	P1	2026-08-14T02:05:54,839310166-0700	606.846407	3953	4248	4364	2656	509234	167	792176	92684
604	P1	2026-08-14T02:05:55,516078166-0700	607.525372	3953	4248	4364	2656	509234	167	793684	92684
605	P1	2026-08-14T02:05:56,149663583-0700	608.160401	3953	4248	4364	2656	509234	167	793632	92684
606	P1	2026-08-14T02:05:56,856256999-0700	608.863370	3953	4248	4364	2656	509234	167	794928	92684
607	P1	2026-08-14T02:05:57,565119416-0700	609.572067	3953	4248	4364	2656	509234	167	793220	92684
608	P1	2026-08-14T02:05:58,296647249-0700	610.303783	3953	4248	4364	2656	509234	167	792728	92684
609	P1	2026-08-14T02:05:58,992482665-0700	610.995959	3953	4248	4364	2656	509234	167	794124	92684
610	P1	2026-08-14T02:05:59,636391832-0700	611.645684	3953	4248	4364	2656	509234	167	793104	92684
611	P1	2026-08-14T02:06:00,362473498-0700	612.372201	3953	4248	4364	2656	509234	167	793080	92684
612	P1	2026-08-14T02:06:01,030215332-0700	613.039665	3953	4248	4364	2656	509234	167	793176	92684
613	P1	2026-08-14T02:06:01,707426248-0700	613.713328	3953	4248	4364	2656	509234	167	793480	92684
614	P1	2026-08-14T02:06:02,431684248-0700	614.438853	3953	4248	4364	2656	509234	167	792684	92684
615	P1	2026-08-14T02:06:03,176103081-0700	615.181153	3953	4248	4364	2656	509234	167	792700	92684
616	P1	2026-08-14T02:06:04,012226831-0700	616.021990	3953	4248	4364	2656	509234	167	792152	92684
617	P1	2026-08-14T02:06:05,011901414-0700	617.022633	3953	4248	4364	2656	509234	167	792216	92684
618	P1	2026-08-14T02:06:06,015403414-0700	618.025582	3953	4248	4364	2656	509234	167	792224	92684
619	P1	2026-08-14T02:06:07,008164163-0700	619.014541	3953	4248	4364	2656	509234	167	793024	92684
620	P1	2026-08-14T02:06:08,020730747-0700	620.028356	3953	4248	4364	2656	509234	167	792912	92684
621	P1	2026-08-14T02:06:09,014928080-0700	621.023810	3953	4248	4364	2656	509234	167	792736	92684
622	P1	2026-08-14T02:06:10,023647913-0700	622.026046	3953	4248	4364	2656	509234	167	793020	92684
623	P1	2026-08-14T02:06:11,015754412-0700	623.022889	3953	4248	4364	2656	509234	167	792676	92684
624	P1	2026-08-14T02:06:12,010291246-0700	624.015133	3953	4248	4364	2656	509234	167	794716	92684
625	P1	2026-08-14T02:06:13,010359995-0700	625.020575	3953	4248	4364	2656	509234	167	793120	92684
626	P1	2026-08-14T02:06:14,010223162-0700	626.019227	3953	4248	4364	2656	509234	167	792968	92684
627	P1	2026-08-14T02:06:15,025083578-0700	627.030361	3953	4248	4364	2656	509234	167	794092	92684
628	P1	2026-08-14T02:06:16,013068245-0700	628.021674	3953	4248	4364	2656	509234	167	794260	92684
629	P1	2026-08-14T02:06:17,012909494-0700	629.022034	3953	4248	4364	2656	509234	167	792812	92684
630	P1	2026-08-14T02:06:18,026058161-0700	630.035404	3953	4248	4364	2656	509234	167	793288	92684
631	P1	2026-08-14T02:06:19,012155744-0700	631.021956	3953	4248	4364	2656	509234	167	793948	92684
632	P1	2026-08-14T02:06:20,007485244-0700	632.016833	3953	4248	4364	2656	509234	167	793636	92684
633	P1	2026-08-14T02:06:21,019568910-0700	633.025299	3953	4248	4364	2656	509234	167	793228	92684
634	P1	2026-08-14T02:06:22,014902993-0700	634.025136	3953	4248	4364	2656	509234	167	794016	92684
635	P1	2026-08-14T02:06:23,013958326-0700	635.019647	3953	4248	4364	2656	509234	167	793884	92684
636	P1	2026-08-14T02:06:24,009963826-0700	636.020698	3953	4248	4364	2656	509234	167	794464	92684
637	P1	2026-08-14T02:06:25,020088242-0700	637.027472	3953	4248	4364	2656	509234	167	793840	92684
638	P1	2026-08-14T02:06:26,015559909-0700	638.026485	3953	4248	4364	2656	509234	167	794860	92684
639	P1	2026-08-14T02:06:27,016161075-0700	639.027014	3953	4248	4364	2656	509234	167	795188	92684
640	P1	2026-08-14T02:06:28,014379742-0700	640.022803	3953	4248	4364	2656	509234	167	794236	92684
641	P1	2026-08-14T02:06:29,013606492-0700	641.021305	3953	4248	4364	2656	509234	167	794220	92684
642	P1	2026-08-14T02:06:30,014623575-0700	642.025124	3953	4248	4364	2656	509234	167	797700	92684
643	P1	2026-08-14T02:06:31,014138491-0700	643.021946	3953	4248	4364	2656	509234	167	797840	92684
644	P1	2026-08-14T02:06:32,015732824-0700	644.024261	3953	4248	4364	2656	509234	167	798672	92684
645	P1	2026-08-14T02:06:33,007317241-0700	645.015232	3953	4248	4364	2656	509234	167	799696	92684
646	P1	2026-08-14T02:06:34,010059490-0700	646.017671	3953	4248	4364	2656	509234	167	800052	92684
647	P1	2026-08-14T02:06:35,012283407-0700	647.020945	3953	4248	4364	2656	509234	167	799876	92684
648	P1	2026-08-14T02:06:36,021020157-0700	648.028991	3953	4248	4364	2656	509234	167	799628	92684
649	P1	2026-08-14T02:06:37,013171823-0700	649.023037	3953	4248	4364	2656	509234	167	799008	92684
650	P1	2026-08-14T02:06:38,011734156-0700	650.017950	3953	4248	4364	2656	509234	167	800000	92684
651	P1	2026-08-14T02:06:39,011894072-0700	651.018647	3953	4248	4364	2656	509234	167	799776	92684
652	P1	2026-08-14T02:06:40,015897239-0700	652.026797	3953	4248	4364	2656	509234	167	800596	92684
653	P1	2026-08-14T02:06:41,011468405-0700	653.017263	3953	4248	4364	2656	509234	167	800116	92684
654	P1	2026-08-14T02:06:42,009998988-0700	654.020261	3953	4248	4364	2656	509234	167	800680	92684
655	P1	2026-08-14T02:06:43,012127905-0700	655.021340	3953	4248	4364	2656	509234	167	800852	92684
656	P1	2026-08-14T02:06:44,011946655-0700	656.020249	3953	4248	4364	2656	509234	167	801244	92684
657	P1	2026-08-14T02:06:45,015181404-0700	657.021920	3953	4248	4364	2656	509234	167	801084	92684
658	P1	2026-08-14T02:06:46,022344571-0700	658.028421	3953	4248	4364	2656	509234	167	801016	92684
659	P1	2026-08-14T02:06:47,015899904-0700	659.026885	3953	4248	4364	2656	509234	167	801396	92684
